(0, 0, 0, 1, 0),up,-9.170205322496177
(0, 0, 0, 1, 0),down,-8.858782713110486
(0, 0, 0, 1, 0),left,-8.620627150455551
(0, 0, 0, 1, 0),right,-9.182976827087597
(0, 0, 0, 1, 0),stay,-9.06255207264756
(2, 3, 0, 0, -1),up,0.0
(2, 3, 0, 0, -1),down,0.0
(2, 3, 0, 0, -1),left,0.0
(2, 3, 0, 0, -1),right,0.0
(2, 3, 0, 0, -1),stay,0.0
(5, 5, 1, -1, 0),up,0.0
(5, 5, 1, -1, 0),down,0.0
(5, 5, 1, -1, 0),left,0.0
(5, 5, 1, -1, 0),right,0.0
(5, 5, 1, -1, 0),stay,0.0
(7, 2, 1, 0, 1),up,0.0
(7, 2, 1, 0, 1),down,0.0
(7, 2, 1, 0, 1),left,0.0
(7, 2, 1, 0, 1),right,0.0
(7, 2, 1, 0, 1),stay,0.0
(6, 6, 0, -1, -1),right,-9.81302735570427
(7, 6, 0, -1, -1),right,-10.077320983587992
(8, 6, 0, -1, -1),up,-11.058680131492599
(8, 5, 0, -1, -1),down,-8.714283980469107
(8, 6, 0, -1, -1),down,-11.107877153410275
(8, 7, 0, -1, -1),right,-11.063504682961582
(9, 7, 0, -1, -1),up,-12.035896627215143
(9, 6, 0, -1, -1),left,-12.80885643665149
(8, 6, 0, -1, -1),right,-10.922564543215005
(9, 6, 0, -1, -1),stay,-12.187352302927698
(8, 7, 0, -1, -1),down,-11.002975268060464
(8, 8, 0, -1, -1),left,-11.253558943584665
(7, 8, 0, -1, -1),down,-10.06869590181607
(7, 9, 0, -1, -1),right,-11.188056496342124
(8, 9, 0, -1, -1),down,-12.304091539373328
(8, 9, 0, -1, -1),stay,-12.47569895653973
(8, 9, 0, -1, -1),right,-12.31613304402118
(9, 9, 0, -1, -1),right,-13.297107190209843
(10, 9, 0, -1, -1),right,-12.808070931404092
(11, 9, 0, -1, -1),left,-12.783227263491321
(10, 9, 0, -1, -1),stay,-12.965411829292199
(11, 9, 0, -1, -1),up,-12.718553773571859
(11, 8, 0, -1, -1),right,-12.740283094839208
(12, 8, 0, -1, -1),stay,-12.842263445110195
(12, 8, 0, -1, -1),up,-12.664435735989311
(12, 7, 0, -1, -1),down,-12.493241952168532
(12, 8, 0, -1, -1),right,-12.757304789692446
(13, 8, 0, -1, -1),right,-11.989524542303485
(14, 8, 0, -1, -1),right,-12.59643936672784
(14, 8, 0, -1, -1),up,-12.45634891907441
(14, 7, 0, -1, -1),down,-12.942238390813042
(14, 8, 0, -1, -1),stay,-12.566445521619148
(14, 8, 0, -1, -1),down,-12.57761820605727
(14, 9, 0, -1, -1),up,-13.274388822058118
(14, 9, 0, -1, -1),right,-13.362302246802964
(14, 9, 0, -1, -1),stay,-13.503385148580865
(14, 8, 0, -1, -1),left,-12.534571559956978
(13, 8, 0, -1, -1),stay,-12.50674614001117
(14, 7, 0, -1, -1),up,-13.461228972519478
(14, 6, 0, -1, -1),right,-13.790336910470334
(14, 6, 0, -1, -1),up,-13.61621917294591
(14, 5, 0, -1, -1),stay,-10.366233209093107
(14, 5, 0, -1, -1),up,-10.2916367832479
(14, 4, 0, -1, -1),right,-7.522723635686243
(14, 4, 0, -1, -1),up,-7.506159603924699
(14, 3, 0, -1, -1),right,-7.907044250752326
(14, 3, 0, -1, -1),left,-7.903997106095693
(13, 3, 0, -1, -1),stay,-7.955360188222454
(13, 3, 0, -1, -1),left,-7.922297913769638
(12, 3, 0, -1, -1),down,-8.70603386872819
(12, 4, 0, -1, -1),down,-7.804351682772319
(12, 5, 0, -1, -1),left,-10.405881553803706
(11, 5, 0, -1, -1),stay,-10.502721485665676
(11, 5, 0, -1, -1),right,-10.346811000518219
(12, 5, 0, -1, -1),down,-10.401695458198017
(12, 6, 0, -1, -1),up,-13.339801133483354
(12, 5, 0, -1, -1),right,-10.204787540105501
(13, 5, 0, -1, -1),up,-11.147235109155634
(13, 4, 0, -1, -1),stay,-8.03881053467639
(13, 4, 0, -1, -1),left,-8.76798539956818
(12, 4, 0, -1, -1),stay,-7.690456174137774
(12, 4, 0, -1, -1),right,-8.756144450893753
(13, 4, 0, -1, -1),down,-8.008800888174822
(13, 4, 0, -1, -1),up,-8.071632077529767
(13, 3, 0, -1, -1),down,-8.007207253222173
(13, 4, 0, -1, -1),right,-8.084099572176015
(14, 4, 0, -1, -1),down,-7.553681214527957
(14, 5, 0, -1, -1),right,-10.311657028310268
(14, 5, 0, -1, -1),down,-10.108938952888554
(14, 6, 0, -1, -1),stay,-12.743567901745553
(12, 3, 0, -1, -1),stay,-7.978269936488225
(12, 3, 0, -1, -1),right,-7.890625608759427
(13, 3, 0, -1, -1),right,-7.926308731637128
(14, 3, 0, -1, -1),up,-7.76201601154762
(14, 2, 0, -1, -1),up,-8.34046677677446
(14, 1, 0, -1, -1),up,-6.1986645875005975
(14, 0, 0, -1, 0),up,-6.337103524118126
(14, 0, 0, -1, 0),down,-6.22756186858679
(14, 1, 0, -1, -1),down,-6.22949301130585
(14, 2, 0, -1, -1),right,-8.325784568032384
(14, 2, 0, -1, -1),left,-8.363946958814036
(13, 2, 0, -1, -1),down,-8.17706332784844
(14, 3, 0, -1, -1),stay,-8.353108210054781
(14, 3, 0, -1, -1),down,-7.953247196398351
(14, 4, 0, -1, -1),left,-7.546799280633647
(13, 5, 0, -1, -1),stay,-11.356357316612858
(13, 5, 0, -1, -1),left,-11.307822062583464
(11, 5, 0, -1, -1),down,-10.348734030101767
(11, 6, 0, -1, -1),stay,-14.411126768604507
(11, 6, 0, -1, -1),down,-13.099282807601279
(11, 7, 0, -1, -1),up,-12.754453008477359
(11, 6, 0, -1, -1),left,-13.031652652130962
(10, 6, 0, -1, -1),down,-12.565265746817866
(10, 7, 0, -1, -1),up,-12.885656910961284
(10, 6, 0, -1, -1),right,-12.540225487672052
(11, 6, 0, -1, -1),up,-13.03166248013947
(12, 5, 0, -1, -1),stay,-10.27844487679359
(12, 5, 0, -1, -1),up,-10.243332708536602
(12, 4, 0, -1, -1),left,-7.712822569075402
(11, 4, 0, -1, -1),right,-7.479694952732975
(12, 4, 0, -1, -1),up,-7.739411875706938
(14, 4, 0, -1, -1),stay,-7.4753949420121115
(14, 5, 0, -1, -1),left,-10.72940063792535
(13, 5, 0, -1, -1),down,-11.274082178220045
(13, 6, 0, -1, -1),left,-13.019672576034548
(12, 6, 0, -1, -1),down,-12.69276884750946
(12, 7, 0, -1, -1),left,-12.247819407223329
(11, 7, 0, -1, -1),right,-12.941210523292352
(12, 7, 0, -1, -1),right,-12.525588497913812
(13, 7, 0, -1, -1),down,-13.043882393968692
(13, 8, 0, -1, -1),down,-12.18780216324984
(13, 9, 0, -1, -1),up,-12.699731192795658
(13, 8, 0, -1, -1),up,-12.202867040534258
(13, 8, 0, -1, -1),left,-11.978419838324154
(12, 8, 0, -1, -1),down,-12.612227294008642
(12, 9, 0, -1, -1),left,-12.40036768838154
(12, 8, 0, -1, -1),left,-12.691171410965955
(11, 8, 0, -1, -1),up,-12.784148011470867
(11, 7, 0, -1, -1),stay,-12.651447987664323
(11, 7, 0, -1, -1),left,-13.28469139230456
(10, 7, 0, -1, -1),stay,-11.903523461573863
(10, 7, 0, -1, -1),left,-11.876662506223322
(9, 7, 0, -1, -1),stay,-12.053430212957057
(9, 7, 0, -1, -1),down,-12.048622375161193
(9, 8, 0, -1, -1),up,-12.897525029403493
(9, 7, 0, -1, -1),left,-12.125347393049884
(8, 7, 0, -1, -1),left,-11.006467660312989
(7, 7, 0, -1, -1),down,-10.32405298307368
(7, 8, 0, -1, -1),right,-10.001641712915907
(8, 8, 0, -1, -1),down,-11.262579265147064
(8, 9, 0, -1, -1),up,-12.297986478801047
(8, 8, 0, -1, -1),stay,-11.403201280013926
(7, 8, 0, -1, -1),stay,-9.996735916960528
(7, 8, 0, -1, -1),left,-10.135449574175516
(6, 8, 0, -1, -1),down,-9.609579150517293
(6, 9, 0, -1, -1),stay,-11.834044601988085
(6, 9, 0, -1, -1),down,-11.796291366507699
(6, 9, 0, -1, -1),up,-11.672229578677037
(6, 8, 0, -1, -1),right,-9.487292601489878
(7, 8, 0, -1, -1),up,-10.072845367388132
(7, 7, 0, -1, -1),up,-10.295352329779982
(8, 6, 0, -1, -1),left,-11.067932706096844
(7, 6, 0, -1, -1),stay,-10.121609887759158
(7, 6, 0, -1, -1),up,-9.939227342408728
(7, 5, 0, -1, -1),down,-8.186830113674258
(7, 6, 0, -1, -1),down,-10.034573450690052
(7, 7, 0, -1, -1),left,-10.319393116726038
(6, 7, 0, -1, -1),stay,-10.165008535338856
(6, 7, 0, -1, -1),down,-10.166258818110853
(6, 8, 0, -1, -1),stay,-9.633705139740838
(6, 8, 0, -1, -1),up,-9.546354443636803
(6, 7, 0, -1, -1),left,-10.787756332764815
(5, 7, 0, 0, -1),stay,-6.283228360259864
(5, 7, 0, 0, -1),left,-6.304425057214781
(4, 7, 0, 1, -1),left,-10.26903258116976
(3, 7, 0, 1, -1),right,-10.454967470868358
(4, 7, 0, 1, -1),right,-10.276913560601926
(5, 7, 0, 0, -1),down,-6.227170078509735
(5, 8, 0, 0, -1),down,-6.357342077218209
(5, 9, 0, 0, -1),stay,-7.011925077462553
(5, 9, 0, 0, -1),left,-6.6329138594105785
(4, 9, 0, 1, -1),stay,-10.944778036882084
(4, 9, 0, 1, -1),right,-10.941314242547335
(5, 9, 0, 0, -1),right,-6.635241781506108
(6, 9, 0, -1, -1),right,-11.764452847340845
(7, 9, 0, -1, -1),left,-10.979228905728831
(6, 9, 0, -1, -1),left,-11.671081641790119
(7, 9, 0, -1, -1),stay,-11.130398702573254
(7, 9, 0, -1, -1),up,-10.914068173156
(7, 7, 0, -1, -1),stay,-10.315393686730294
(6, 7, 0, -1, -1),right,-10.129632505337687
(7, 7, 0, -1, -1),right,-10.354978958463095
(8, 7, 0, -1, -1),up,-10.971799074406002
(8, 6, 0, -1, -1),stay,-12.798782789417782
(8, 5, 0, -1, -1),stay,-8.839493110377445
(8, 5, 0, -1, -1),left,-8.639241864316947
(7, 5, 0, -1, -1),stay,-8.299474368960215
(7, 5, 0, -1, -1),right,-8.09133400345591
(8, 5, 0, -1, -1),up,-8.793861006330575
(8, 4, 0, -1, -1),down,-6.108873995243651
(8, 5, 0, -1, -1),right,-8.776062220046818
(9, 5, 0, -1, -1),up,-8.577654940544482
(9, 4, 0, -1, -1),up,-6.367767731361567
(9, 3, 0, -1, -1),left,-6.5545612528733015
(8, 3, 0, -1, -1),right,-6.198785767971168
(9, 3, 0, -1, -1),down,-6.493068368950942
